provider_name,address,PRVDR_NUM,state,zip,SRVY_DT,SRVY_CYC_CD,DFCNCY_TAG_NUM,tagcount_lastsurv,tagcount_complaint
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0009,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0013,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0019,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0021,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0023,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0029,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0031,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0032,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0034,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0036,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0037,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,E-0039,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0370,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0372,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0414,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0446,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0510,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0536,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0546,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0548,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0550,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0574,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0582,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0606,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0622,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0710,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0724,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0726,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0728,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0798,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0800,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0940,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0952,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0962,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0966,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0968,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-0984,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-1050,42.0,
"INTERNATIONAL HOME CARE SERVICES, INC",11440 SW 88TH ST STE 403,107640,FL,33176,2018-05-03,Standard,G-1066,42.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,E-0009,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,E-0021,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,E-0023,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,E-0030,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,E-0032,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,E-0037,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,E-0039,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,G-0536,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,G-0582,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,G-0584,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,G-0716,12.0,
KINDRED AT HOME,6161 BLUE LAGOON DR STE 280,107641,FL,33126,2019-01-25,Standard,G-0968,12.0,
FLORIDA HOME BOUND MENTAL HEALTH AGENCY INC,1400 NE 125 ST,107643,FL,33161,2017-07-19,Standard,G-0186,8.0,
FLORIDA HOME BOUND MENTAL HEALTH AGENCY INC,1400 NE 125 ST,107643,FL,33161,2017-07-19,Standard,G-0250,8.0,
FLORIDA HOME BOUND MENTAL HEALTH AGENCY INC,1400 NE 125 ST,107643,FL,33161,2017-07-19,Standard,G-0434,8.0,
FLORIDA HOME BOUND MENTAL HEALTH AGENCY INC,1400 NE 125 ST,107643,FL,33161,2017-07-19,Standard,G-0536,8.0,
FLORIDA HOME BOUND MENTAL HEALTH AGENCY INC,1400 NE 125 ST,107643,FL,33161,2017-07-19,Standard,G-0580,8.0,
FLORIDA HOME BOUND MENTAL HEALTH AGENCY INC,1400 NE 125 ST,107643,FL,33161,2017-07-19,Standard,G-0582,8.0,
FLORIDA HOME BOUND MENTAL HEALTH AGENCY INC,1400 NE 125 ST,107643,FL,33161,2017-07-19,Standard,G-0808,8.0,
FLORIDA HOME BOUND MENTAL HEALTH AGENCY INC,1400 NE 125 ST,107643,FL,33161,2017-07-19,Standard,G-0984,8.0,
NEU-HEART HEALTH CARE SERVICES,7173 W OAKLAND PARK BLVD,107647,FL,33313,2018-01-18,Standard,G-0158,3.0,
NEU-HEART HEALTH CARE SERVICES,7173 W OAKLAND PARK BLVD,107647,FL,33313,2018-01-18,Standard,G-0798,3.0,
NEU-HEART HEALTH CARE SERVICES,7173 W OAKLAND PARK BLVD,107647,FL,33313,2018-01-18,Standard,G-0952,3.0,
DD HEALTH HOME CARE INC,4150 NW 7TH ST STE 208,107667,FL,33126,2017-09-28,Standard,G-0984,1.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0001,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0006,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0013,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0017,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0021,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0023,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0029,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0031,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0032,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0034,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0036,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0037,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,E-0039,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0536,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0572,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0574,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0576,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0578,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0584,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0590,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0608,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0682,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0702,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0704,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0708,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0716,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0808,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0812,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0814,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-0984,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-1010,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-1012,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-1016,34.0,
CATHOLIC HOME HEALTH SERVICES OF MIAMI-DADE COUNTY,1050 NE 125TH ST,107670,FL,33161,2019-02-07,Standard,G-1024,34.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0001,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0006,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0009,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0013,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0021,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0029,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0030,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0031,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0032,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0034,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0036,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0037,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,E-0039,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0414,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0434,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0440,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0446,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0536,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0574,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0622,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0682,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0716,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0774,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0808,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-0984,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-1012,27.0,
"FAITH HEALTH CARE, INC",11401 SW 40TH ST STE 250,107673,FL,33165,2018-11-15,Standard,G-1018,27.0,
NURSING SOUTH CORPORATION,9380 SUNSET DR STE B 222,107682,FL,33173,2017-05-11,Standard,G-0372,6.0,
NURSING SOUTH CORPORATION,9380 SUNSET DR STE B 222,107682,FL,33173,2017-05-11,Standard,G-0434,6.0,
NURSING SOUTH CORPORATION,9380 SUNSET DR STE B 222,107682,FL,33173,2017-05-11,Standard,G-0536,6.0,
NURSING SOUTH CORPORATION,9380 SUNSET DR STE B 222,107682,FL,33173,2017-05-11,Standard,G-0546,6.0,
NURSING SOUTH CORPORATION,9380 SUNSET DR STE B 222,107682,FL,33173,2017-05-11,Standard,G-0606,6.0,
NURSING SOUTH CORPORATION,9380 SUNSET DR STE B 222,107682,FL,33173,2017-05-11,Standard,G-0984,6.0,
KINDRED AT HOME,4465 NORTH LECANTO HIGHWAY STE 7A,107684,FL,34465,2018-10-24,Standard,G-0682,1.0,
FAMILY HOME HEALTH SERVICES,1801 SE HILLMOOR DR STE B-107A,107686,FL,34952,2018-04-18,Complaint,G-0608,,1.0
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-0372,11.0,
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-0514,11.0,
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-0536,11.0,
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-0550,11.0,
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-0590,11.0,
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-0600,11.0,
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-0620,11.0,
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-0710,11.0,
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-0798,11.0,
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-0808,11.0,
KINDRED AT HOME,10161 CENTURION PKWY NORTH STE 111,107687,FL,32256,2018-04-12,Standard,G-1014,11.0,
SUNCREST OMNI,914 N SUNCOAST BLVD,107690,FL,34429,2018-12-07,Standard,G-0682,1.0,
QUALI-CARE HOME HEALTH AGENCY,9245 SW 158TH LN STE 201,107691,FL,33157,2018-04-18,Standard,E-0037,4.0,
QUALI-CARE HOME HEALTH AGENCY,9245 SW 158TH LN STE 201,107691,FL,33157,2018-04-18,Standard,G-0536,4.0,
QUALI-CARE HOME HEALTH AGENCY,9245 SW 158TH LN STE 201,107691,FL,33157,2018-04-18,Standard,G-0716,4.0,
QUALI-CARE HOME HEALTH AGENCY,9245 SW 158TH LN STE 201,107691,FL,33157,2018-04-18,Standard,G-1024,4.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,E-0006,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,E-0009,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,E-0013,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,E-0021,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,E-0029,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,E-0031,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,E-0032,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0410,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0414,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0446,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0512,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0514,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0536,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0572,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0574,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0622,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0682,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0702,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0704,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0708,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0768,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0812,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0818,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-0984,25.0,
GENESIS HOME HEALTH INC,1195 NE 125TH ST,107699,FL,33161,2019-04-10,Standard,G-1024,25.0,
COMMUNITY HOME HEALTH CARE SERVICES LLC,707 60TH ST CT E STE C,107703,FL,34208,2018-01-05,Standard,G-0157,3.0,
COMMUNITY HOME HEALTH CARE SERVICES LLC,707 60TH ST CT E STE C,107703,FL,34208,2018-01-05,Standard,G-0158,3.0,
COMMUNITY HOME HEALTH CARE SERVICES LLC,707 60TH ST CT E STE C,107703,FL,34208,2018-01-05,Standard,G-0606,3.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0414,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0440,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0446,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0514,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0536,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0574,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0584,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0622,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0680,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0682,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0686,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0768,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0798,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0800,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0818,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0962,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0968,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-0984,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-1012,20.0,
"D'FIRST HOME CARE, INC.",13060 SW 133 CT,107705,FL,33186,2018-09-27,Standard,G-1024,20.0,
SUNCREST OMNI,3890 DUNN AVE STE 103-1A,107707,FL,32218,2018-02-27,Standard,G-0608,2.0,
SUNCREST OMNI,3890 DUNN AVE STE 103-1A,107707,FL,32218,2018-02-27,Standard,G-0646,2.0,
UNISOURCE HOME HEALTH SERVICES,7400 SW 50TH TER STE 203,107708,FL,33155,2019-01-16,Standard,E-0001,25.0,
UNISOURCE HOME HEALTH SERVICES,7400 SW 50TH TER STE 203,107708,FL,33155,2019-01-16,Standard,E-0006,25.0,
UNISOURCE HOME HEALTH SERVICES,7400 SW 50TH TER STE 203,107708,FL,33155,2019-01-16,Standard,E-0009,25.0,
UNISOURCE HOME HEALTH SERVICES,7400 SW 50TH TER STE 203,107708,FL,33155,2019-01-16,Standard,E-0013,25.0,
UNISOURCE HOME HEALTH SERVICES,7400 SW 50TH TER STE 203,107708,FL,33155,2019-01-16,Standard,E-0021,25.0,
UNISOURCE HOME HEALTH SERVICES,7400 SW 50TH TER STE 203,107708,FL,33155,2019-01-16,Standard,E-0023,25.0,
UNISOURCE HOME HEALTH SERVICES,7400 SW 50TH TER STE 203,107708,FL,33155,2019-01-16,Standard,E-0024,25.0,
UNISOURCE HOME HEALTH SERVICES,7400 SW 50TH TER STE 203,107708,FL,33155,2019-01-16,Standard,E-0030,25.0,
UNISOURCE HOME HEALTH SERVICES,7400 SW 50TH TER STE 203,107708,FL,33155,2019-01-16,Standard,E-0031,25.0,
UNISOURCE HOME HEALTH SERVICES,7400 SW 50TH TER STE 203,107708,FL,33155,2019-01-16,Standard,E-0032,25.0,
