CMS_ID,Ecosystem_Name,provider_name,address,city,state,zip_code,county,County_count,State_Srv,Ownership_Type,Lab_Service_Binary,Pharm_Service_Binary,Nursing_Service_Binary,PT_Service_Binary,OT_Service_Binary,Speech_Service_Binary,Med_SS_Service_Binary,HH_Aide_Service_Binary,date_certified,quality_of_patient_care_star_rating,hhcahps_survey_summary_star_rating,how_often_the_home_health_team_began_their_patients’_care_in_a_timely_manner,qm_timely_manner_county_ptile,qm_timely_manner_ptile,how_often_the_home_health_team_taught_patients_or_their_family_caregivers_about_their_drugs,qm_teach_drugs_county_ptile,qm_teach_drugs_ptile,how_often_the_home_health_team_checked_patients’_risk_of_falling,qm_risk_falling_county_ptile,qm_risk_falling_ptile,how_often_the_home_health_team_checked_patients_for_depression,qm_depression_county_ptile,qm_depression_ptile,how_often_the_home_health_team_determined_whether_patients_received_a_flu_shot_for_the_currnet_flu_season,qm_flu_shot_county_ptile,qm_flu_shot_ptile,how_often_the_home_health_team_made_sure_that_their_patients_have_received_a_pneumococcal_vaccine_pneumonia_shot,qm_pneum_shot_county_ptile,qm_pneum_shot_ptile,with_diabetes_how_often_the_home_health_team_got_doctor’s_orders_gave_foot_care_and_taught_patients_about_foot_care,qm_diabetes_footcare_county_ptile,qm_diabetes_footcare_ptile,how_often_patients_got_better_at_walking_or_moving_around,qm_improv_mobil_county_ptile,qm_improv_mobil_ptile,how_often_patients_got_better_at_getting_in_and_out_of_bed,qm_improv_trans_county_ptile,qm_improv_trans_ptile,how_often_patients_got_better_at_bathing,qm_bathing_county_ptile,qm_bathing_ptile,how_often_patients_had_less_pain_when_moving_around,qm_pain_moving_county_ptile,qm_pain_moving_ptile,how_often_patients’_breathing_improved,qm_breathing_county_ptile,qm_breathing_ptile,how_often_patients’_wounds_improved_or_healed_after_an_operation,qm_improv_wounds_county_ptile,qm_improv_wounds_ptile,how_often_patients_got_better_at_taking_their_drugs_correctly_by_mouth,qm_correct_meds_county_ptile,qm_correct_meds_ptile,how_often_home_health_patients_had_to_be_admitted_to_the_hospital,qm_admit_hosp_ptile,qm_hosp_admit_ptile_rank,how_often_patients_receiving_home_health_care_needed_urgent_unplanned_care_in_the_er_without_being_admitted,qm_urgent_care_norehosp_county_ptile,qm_urgent_care_no_hosp_ptile,qm_urgent_care_no_hosp_rank,how_often_home_health_patients_who_have_had_a_recent_hospital_stay_had_to_be_re-admitted_to_the_hospital,qm_pac_hosp_admitt_rank,how_often_home_health_patients_who_have_had_a_recent_hospital_stay_received_care_in_the_hospital_emergency_room_without_being_readmitted_to_the_hospital,qm_pac_urgent_care_no_hosp_rank,pred_all_diff_ptile_rank,pred_med_diff_ptile_rank,pred_chf_diff_ptile_rank,pred_med_high_diff_ptile_rank,pred_med_low_diff_ptile_rank,pred_surg_high_risk_diff_ptile_rank,pred_surg_diff_ptile_rank,pred_surg_low_risk_diff_ptile_rank,pred_lung_diff_ptile_rank,pred_all_comp_rate,pred_all_state_rate,pred_med_other_comp_rate,pred_med_other_state_rate,pred_surg_other_comp_rate,pred_surg_other_state_rate,pred_CHF_comp_rate,pred_CHF_state_rate,pred_med_high_comp_rate,pred_med_high_state_rate,pred_med_low_comp_rate,pred_med_low_state_rate,pred_surg_high_comp_rate,pred_surg_high_state_rate,pred_surg_low_comp_rate,pred_surg_low_state_rate,pred_lung_diff_comp_rate,pred_lung_diff_state_rate,percent_of_patients_who_reported_that_their_home_health_team_gave_care_in_a_professional_way,hcaps_prof_care_county_ptile,hcaps_prof_care_ptile,percent_of_patients_who_reported_that_their_home_health_team_communicated_well_with_them,hcaps_communicated_county_ptile,hcaps_communicated_ptile,hcaps_definitely_recommend_county_ptile,hcaps_definitely_recommend_ptile,hcaps_discuss_med_county_ptile,hcaps_discuss_med_ptile,hcaps_prof_care_county_ptile,hcaps_prof_care_ptile,percent_of_patients_who_reported_that_their_home_health_team_discussed_medicines_pain_and_home_safety_with_them,percent_of_patients_who_gave_their_home_health_agency_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,hcaps_above_8_county_ptile,hcaps_above_8_ptile,percent_of_patients_who_reported_yes_they_would_definitely_recommend_the_home_health_agency_to_friends_and_family,hcaps_definitely_recommend_county_ptile,hcaps_definitely_recommend_ptile,alleg_state_mean,alleg_total,rehosp_alleg_state_mean,sub_alleg_state_mean,sub_alleg_sum,total_weight_alleg,alleg_county_mean,total_sub_alleg,total_rehosp_alleg,sub_alleg_county_mean,rehosp_alleg_county_mean,def_county_mean,def_state_mean,def_total,comp_bin_county_mean,comp_bin_state_mean,number_of_completed_surveys,response_rate,CRTFCTN_DT,CRTFCTN_UPDT_DT,Reporting_Month
'109561,FL_Miami-Dade,Breeze Health Care Inc,19501 NE 10TH AVE STE 305,NORTH MIAMI BEACH,FL,33180,Miami-Dade,278.0,FL,Non-Profit,No,No,Yes,Yes,Yes,No,No,Yes,08/20/2010,2.0,Not Available,0.8640000000000001,6.0,5.0,1.0,82.0,91.0,1.0,68.0,71.0,1.0,76.0,87.0,,,,0.136,10.0,1.0,,,,0.267,1.0,0.0,0.32899999999999996,3.0,1.0,0.039,1.0,0.0,0.295,1.0,0.0,,,,,,,,,,0.08199999999999999,2.0,N/A,0.03,2.0,1.0,A,Not Available,N/A,Not Available,N/A,N/A,N/A,E,N/A,N/A,N/A,N/A,N/A,B,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.06874172644264173,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,37.0,0.08992805755395683,0.05886332882273342,Not Available,Not Available,20181102,nan,2019/09
'109124,FL_Miami-Dade,Brickell Home Health Services Inc,7158 SW 47 ST,MIAMI,FL,33177,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12/02/2008,2.5,Not Available,0.9690000000000001,38.0,39.0,0.996,56.0,61.0,1.0,68.0,71.0,1.0,76.0,87.0,0.579,46.0,13.0,0.161,11.0,1.0,0.439,2.0,0.0,0.6729999999999999,21.0,10.0,0.478,10.0,2.0,0.688,23.0,8.0,0.787,24.0,30.0,0.787,52.0,32.0,,,,0.431,30.0,4.0,0.20800000000000002,95.0,D,0.111,70.0,40.0,C,Not Available,N/A,Not Available,N/A,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,Not Available,Not Available,20141024,20180217.0,2019/09
'109106,FL_Miami-Dade,Cadc Home Health Center Inc,7944 SW 8TH ST,MIAMI,FL,33174,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,No,Yes,Yes,12/04/2008,3.5,Not Available,0.976,42.0,46.0,0.976,29.0,21.0,1.0,68.0,71.0,1.0,76.0,87.0,,,,0.098,6.0,1.0,,,,0.8,46.0,51.0,0.773,49.0,34.0,0.515,9.0,2.0,0.966,75.0,92.0,0.78,50.0,30.0,,,,0.518,42.0,8.0,0.095,4.0,B,0.096,55.0,21.0,C,Not Available,N/A,Not Available,N/A,N/A,N/A,E,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,Not Available,Not Available,20170713,20171014.0,2019/09
'107727,FL_Miami-Dade,Cairo Home Care - Dade,6500 COW PEN RD STE 304,MIAMI LAKES,FL,33175,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,09/10/2002,4.5,4,0.763,2.0,2.0,0.9940000000000001,52.0,51.0,0.997,33.0,24.0,0.966,19.0,24.0,0.966,94.0,95.0,0.975,93.0,95.0,1.0,74.0,84.0,0.973,83.0,95.0,0.853,72.0,81.0,0.92,71.0,87.0,1.0,95.0,99.0,0.915,80.0,88.0,,,,0.653,61.0,25.0,0.147,36.0,C,0.068,27.0,8.0,C,Not Available,N/A,Not Available,N/A,N/A,N/A,C,N/A,B,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.96,69.0,96.0,0.89,53.0,81.0,51.0,85.0,60.0,71.0,69.0,96.0,0.84,0.89,48.0,84.0,0.85,51.0,85.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,73,33,20160226,20190506.0,2019/09
'108179,FL_Miami-Dade,Calura Home Health Services  Inc,8323 NW 12 ST  STE 119,MIAMI,FL,33174,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,No,No,No,No,07/28/2005,3.5,Not Available,0.9840000000000001,50.0,58.0,1.0,82.0,91.0,1.0,68.0,71.0,0.825,4.0,2.0,0.39399999999999996,26.0,4.0,0.6559999999999999,54.0,18.0,,,,0.743,33.0,21.0,0.608,21.0,6.0,0.799,43.0,28.0,0.888,49.0,70.0,0.748,46.0,22.0,,,,0.81,80.0,80.0,0.203,94.0,D,0.09300000000000001,52.0,19.0,C,Not Available,N/A,Not Available,N/A,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,Not Available,Not Available,20170615,nan,2019/09
'107767,FL_Miami-Dade,Care Force Inc,5801 NW 151 ST STE 304,MIAMI LAKES,FL,33187,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,04/23/2003,4.0,5,1.0,88.0,96.0,1.0,82.0,91.0,1.0,68.0,71.0,1.0,76.0,87.0,0.527,42.0,8.0,0.5329999999999999,41.0,9.0,0.9640000000000001,24.0,21.0,0.8320000000000001,54.0,67.0,0.7440000000000001,40.0,21.0,0.8690000000000001,57.0,63.0,0.8759999999999999,45.0,65.0,0.7829999999999999,51.0,31.0,,,,0.723,74.0,55.0,0.215,96.0,E,0.083,43.0,13.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,B,N/A,B,B,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.92,47.0,86.0,0.95,76.0,97.0,36.0,69.0,73.0,90.0,47.0,86.0,0.88,0.93,63.0,94.0,0.81,36.0,69.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,41,19,20141112,20180316.0,2019/09
'108248,FL_Miami-Dade,Care One Home Health Inc,5600 SW 135TH AVE STE 211,MIAMI,FL,33126,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,01/03/2006,,Not Available,0.778,3.0,2.0,0.9259999999999999,15.0,6.0,,,,0.9259999999999999,10.0,9.0,0.609,50.0,15.0,0.63,50.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,0.195,91.0,D,0.106,65.0,33.0,C,Not Available,N/A,Not Available,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,B,A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.08027026355074385,0.1209888648,0.07415442318291711,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,24.0,0.08992805755395683,0.05886332882273342,Not Available,Not Available,20180906,20190314.0,2019/09
'109576,FL_Miami-Dade,Care Plus Home Health Agency Inc,160 NW 176TH ST STE 411,MIAMI GARDENS,FL,33138,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,08/23/2010,,Not Available,0.9640000000000001,34.0,34.0,1.0,82.0,91.0,1.0,68.0,71.0,1.0,76.0,87.0,0.857,78.0,80.0,0.9640000000000001,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,Not Available,Not Available,20160822,20170915.0,2019/09
'109353,FL_Miami-Dade,Care-Tech Home Health Services Llc,7791 NW 46TH ST STE 108,DORAL,FL,33142,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,05/22/2009,4.5,4,0.992,63.0,73.0,0.998,61.0,73.0,1.0,68.0,71.0,1.0,76.0,87.0,0.564,43.0,11.0,0.61,47.0,14.0,1.0,74.0,84.0,0.8,46.0,51.0,0.8029999999999999,59.0,55.0,0.9059999999999999,67.0,79.0,0.861,40.0,58.0,0.779,49.0,30.0,,,,0.708,69.0,47.0,0.146,35.0,C,0.106,65.0,33.0,C,Same As Expected,C,Worse Than Expected,D,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.87,26.0,38.0,0.89,53.0,81.0,56.0,90.0,52.0,55.0,26.0,38.0,0.82,0.91,54.0,91.0,0.87,56.0,90.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,79,23,20150612,20180622.0,2019/09
'109251,FL_Miami-Dade,Caring For Health Home Care  Inc,3408 W 84 ST  STE 315,HIALEAH,FL,33016,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,No,Yes,Yes,04/09/2009,3.0,Not Available,0.9590000000000001,28.0,29.0,0.983,36.0,29.0,1.0,68.0,71.0,1.0,76.0,87.0,0.7559999999999999,64.0,46.0,0.6859999999999999,57.0,24.0,0.956,21.0,17.0,0.8059999999999999,47.0,55.0,0.81,61.0,59.0,0.8909999999999999,63.0,73.0,0.856,39.0,57.0,0.358,10.0,1.0,,,,0.254,8.0,1.0,0.258,99.0,E,0.046,10.0,3.0,B,Same As Expected,C,Same As Expected,C,N/A,N/A,A,N/A,A,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.18494243213220168,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,1.0,94.0,99.0,0.97,85.0,98.0,99.0,100.0,19.0,8.0,94.0,99.0,0.71,1.0,99.0,100.0,1.0,99.0,100.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,3,4,20150402,20181023.0,2019/09
'108169,FL_Miami-Dade,Caring Professional Services  Inc.,1681 W 37TH ST UNITS 13 AND 14,HIALEAH,FL,33126,Miami-Dade,278.0,FL,For-Profit,Yes,No,Yes,Yes,Yes,No,Yes,Yes,03/31/2005,4.5,4,0.996,71.0,81.0,1.0,82.0,91.0,1.0,68.0,71.0,0.9690000000000001,21.0,25.0,0.9470000000000001,92.0,93.0,0.9470000000000001,88.0,94.0,0.99,38.0,47.0,0.821,51.0,61.0,0.8759999999999999,76.0,87.0,0.866,55.0,62.0,0.948,70.0,89.0,0.828,59.0,49.0,,,,0.703,68.0,44.0,0.126,14.0,C,0.09300000000000001,52.0,19.0,C,Same As Expected,C,Same As Expected,C,N/A,C,D,N/A,D,D,E,D,C,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.05715285074680709,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.05997008360517951,0.0641277957,0.05221834576595843,0.1209888648,0.06106333233641651,0.2041557588,0.91,41.0,80.0,0.85,31.0,48.0,78.0,97.0,47.0,49.0,41.0,80.0,0.81,0.92,58.0,93.0,0.93,78.0,97.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,15.0,0.08992805755395683,0.05886332882273342,56,22,20190329,20190522.0,2019/09
'109112,FL_Miami-Dade,Caritas Home Health Care Inc,12905 SW 42ND ST  STE 219,MIAMI,FL,33144,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12/06/2008,4.5,Not Available,0.987,54.0,64.0,0.9840000000000001,37.0,30.0,1.0,68.0,71.0,0.99,35.0,51.0,0.9840000000000001,96.0,96.0,0.302,18.0,2.0,1.0,74.0,84.0,1.0,93.0,98.0,0.9620000000000001,90.0,97.0,1.0,93.0,98.0,0.94,65.0,87.0,0.8590000000000001,68.0,66.0,,,,0.635,60.0,21.0,0.13,17.0,C,0.098,58.0,24.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,D,N/A,D,C,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,1.0,94.0,99.0,0.97,85.0,98.0,90.0,98.0,98.0,100.0,94.0,99.0,0.98,0.95,75.0,96.0,0.97,90.0,98.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,9,6,20171031,20190426.0,2019/09
'107110,FL_Miami-Dade,Catholic Home Health Services Of Broward  Inc.,3075 NW 35TH AVE,LAUDERDALE LAKES,FL,33162,Miami-Dade,278.0,FL,Non-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,09/01/1975,4.0,2,0.9940000000000001,67.0,77.0,1.0,82.0,91.0,1.0,68.0,71.0,0.998,50.0,70.0,0.7340000000000001,62.0,39.0,0.685,56.0,24.0,1.0,74.0,84.0,0.8170000000000001,50.0,59.0,0.764,45.0,31.0,0.762,35.0,17.0,0.912,56.0,78.0,0.848,65.0,60.0,0.94,39.0,37.0,0.72,73.0,54.0,0.14300000000000002,32.0,C,0.105,62.0,32.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,C,C,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.81,9.0,5.0,0.76,10.0,7.0,12.0,10.0,16.0,6.0,9.0,5.0,0.69,0.78,12.0,15.0,0.67,12.0,10.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,95,25,20170929,20171118.0,2019/09
'107670,FL_Miami-Dade,Catholic Home Health Services Of Miami-Dade County,1050 NE 125TH ST,NORTH MIAMI,FL,33125,Miami-Dade,278.0,FL,Non-Profit,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,10/17/2001,4.5,4,0.9940000000000001,67.0,77.0,1.0,82.0,91.0,1.0,68.0,71.0,0.988,32.0,47.0,0.79,69.0,60.0,0.736,62.0,35.0,0.9840000000000001,34.0,36.0,0.81,48.0,57.0,0.764,45.0,31.0,0.802,44.0,29.0,0.975,78.0,94.0,0.9129999999999999,79.0,86.0,0.988,87.0,86.0,0.736,76.0,59.0,0.177,82.0,C,0.10099999999999999,60.0,27.0,C,Same As Expected,C,Same As Expected,C,N/A,A,C,N/A,C,D,C,D,C,0.1654735041007257,0.1654796643,0.1869770357951284,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.05997008360517951,0.0641277957,0.05221834576595843,0.1209888648,0.06106333233641651,0.2041557588,0.95,64.0,95.0,0.85,31.0,48.0,47.0,82.0,26.0,15.0,64.0,95.0,0.74,0.91,54.0,91.0,0.84,47.0,82.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,34.0,0.08992805755395683,0.05886332882273342,58,20,20190207,20190509.0,2019/09
'108498,FL_Miami-Dade,Century Home Care Inc,300 71ST ST STE 440,MIAMI BEACH,FL,33156,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,No,Yes,Yes,04/09/2008,4.5,Not Available,0.9,11.0,8.0,0.899,12.0,4.0,0.915,5.0,1.0,0.868,6.0,4.0,0.828,74.0,74.0,0.868,77.0,82.0,0.69,5.0,1.0,0.982,84.0,96.0,0.9209999999999999,86.0,94.0,0.9390000000000001,74.0,90.0,0.997,88.0,97.0,0.9540000000000001,87.0,95.0,,,,0.903,90.0,95.0,0.179,83.0,D,0.106,65.0,33.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,D,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.94,59.0,94.0,0.85,31.0,48.0,56.0,90.0,57.0,63.0,59.0,94.0,0.83,0.88,44.0,79.0,0.87,56.0,90.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,10,18,20170420,20170915.0,2019/09
'107775,FL_Miami-Dade,Certified Homecare Of South Florida,100 NE THIRD AVE STE 490,FORT LAUDERDALE,FL,33160,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,05/22/2003,4.5,2,0.9940000000000001,67.0,77.0,0.995,54.0,55.0,0.9990000000000001,35.0,38.0,0.9359999999999999,12.0,11.0,0.701,57.0,30.0,0.7340000000000001,62.0,35.0,0.995,44.0,57.0,0.9179999999999999,76.0,92.0,0.867,76.0,86.0,0.903,66.0,77.0,0.8240000000000001,30.0,43.0,0.871,72.0,73.0,0.9890000000000001,89.0,87.0,0.664,62.0,29.0,0.146,35.0,C,0.128,84.0,74.0,D,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,B,E,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.84,16.0,14.0,0.79,16.0,14.0,25.0,45.0,18.0,7.0,16.0,14.0,0.7,0.86,35.0,65.0,0.77,25.0,45.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,107,17,20180507,nan,2019/09
'109100,FL_Miami-Dade,Clp Home Health Services Corp,7805 CORAL WAY STE 116,MIAMI,FL,33175,Miami-Dade,278.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,11/21/2008,3.5,Not Available,0.986,54.0,62.0,0.958,21.0,11.0,1.0,68.0,71.0,1.0,76.0,87.0,0.255,16.0,2.0,0.972,92.0,95.0,1.0,74.0,84.0,0.815,49.0,59.0,0.96,89.0,97.0,1.0,93.0,98.0,0.875,45.0,65.0,0.47200000000000003,15.0,2.0,,,,0.435,31.0,4.0,0.196,91.0,D,0.046,10.0,3.0,B,Not Available,N/A,Not Available,N/A,N/A,N/A,C,N/A,A,C,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.18494243213220168,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,1.0,94.0,99.0,1.0,98.0,100.0,99.0,100.0,98.0,100.0,94.0,99.0,0.98,0.97,87.0,97.0,1.0,99.0,100.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.11870503597122302,,,0.04316546762589928,0.04316546762589928,0.3237410071942446,0.2469553450608931,,0.08992805755395683,0.05886332882273342,3,2,20140918,20180217.0,2019/09
