provider_name,CMS_ID,Ecosystem_Name,address,city,state,zip_code,Ownership_Type,quality_of_patient_care_star_rating,hhcahps_survey_summary_star_rating,percent_of_patients_who_reported_that_their_home_health_team_discussed_medicines_pain_and_home_safety_with_them,percent_of_patients_who_reported_that_their_home_health_team_communicated_well_with_them,how_often_home_health_patients_had_to_be_admitted_to_the_hospital,alleg_total,def_total,pred_all_diff_ptile_rank,pred_med_diff_ptile_rank,pred_chf_diff_ptile_rank,pred_med_high_diff_ptile_rank,pred_med_low_diff_ptile_rank,pred_surg_high_risk_diff_ptile_rank,pred_surg_diff_ptile_rank,pred_surg_low_risk_diff_ptile_rank,pred_lung_diff_ptile_rank,pred_all_comp_rate,pred_all_state_rate,pred_med_other_comp_rate,pred_med_other_state_rate,pred_surg_other_comp_rate,pred_surg_other_state_rate,pred_CHF_comp_rate,pred_CHF_state_rate,pred_med_high_comp_rate,pred_med_high_state_rate,pred_med_low_comp_rate,pred_med_low_state_rate,pred_surg_high_comp_rate,pred_surg_high_state_rate,pred_surg_low_comp_rate,pred_surg_low_state_rate,pred_lung_diff_comp_rate,pred_lung_diff_state_rate
A Caring Hand Llc,'109665,FL_Duval,9050 CYPRESS GREEN DR STE 103,JACKSONVILLE,FL,32225,For-Profit,1.5,3,0.87,0.78,0.187,,,N/A,N/A,C,N/A,A,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.18494243213220168,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Absolute Care Home Health Services Llc,'109741,FL_Duval,1839 LANE AVE S STE 106,JACKSONVILLE,FL,32277,For-Profit,4.0,3,0.82,0.77,0.19899999999999998,,,N/A,N/A,C,N/A,C,C,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Aging True Home Health,'109597,FL_Duval,4250 LAKESIDE DR STE 116,JACKSONVILLE,FL,32210,Non-Profit,3.0,1,0.73,0.67,0.187,,,N/A,N/A,C,N/A,C,A,A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.0873906783259167,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.08379994087018598,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
All At Home Healthcare,'109641,FL_Duval,9770 OLD BAYMEADOWS RD STE 133,JACKSONVILLE,FL,32211,For-Profit,4.5,2,0.76,0.81,0.127,,,N/A,N/A,D,N/A,C,B,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Allegiant Home Care,'103183,FL_Duval,724 COLLEGE ST STE 101,JACKSONVILLE,FL,32257,For-Profit,5.0,4,0.84,0.84,0.17600000000000002,,,N/A,N/A,C,N/A,E,C,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.13951623684004513,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Amedisys Home Health,'107179,FL_Duval,1515 HERBERT ST STE 210,PORT ORANGE,FL,32205,For-Profit,4.5,4,0.84,0.86,0.134,,,N/A,N/A,D,N/A,C,B,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Apex Home Healthcare,'107492,FL_Duval,155 BLANDING BLVD STE 1,ORANGE PARK,FL,32244,For-Profit,4.0,4,0.84,0.88,0.19899999999999998,,3.0,N/A,B,A,N/A,C,C,B,C,C,0.1654735041007257,0.1654796643,0.18017305883463614,0.1968206112,0.08447946591005273,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.06106333233641651,0.2041557588
Apex Home Healthcare,'108067,FL_Duval,6789 SOUTHPOINT PKWY STE 200,JACKSONVILLE,FL,32223,For-Profit,4.5,3,0.83,0.84,0.163,,5.0,N/A,C,B,N/A,C,C,C,C,D,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.0546598435639793,0.2041557588
Baptist Home Health Care,'107482,FL_Duval,3563 PHILLIPS HIGHWAY  STE 202,JACKSONVILLE,FL,32220,Non-Profit,3.5,4,0.85,0.88,0.162,1.0,,N/A,N/A,A,N/A,D,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Baycare Home Care Inc,'107282,FL_Duval,20 LAKE WIRE DR STE 230,LAKELAND,FL,32218,Non-Profit,4.5,3,0.8,0.87,0.16899999999999998,,1.0,N/A,D,B,N/A,E,D,E,D,C,0.1654735041007257,0.1654796643,0.16323556765177735,0.1968206112,0.05715285074680709,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.13951623684004513,0.1686206538,0.05997008360517951,0.0641277957,0.05221834576595843,0.1209888648,0.06106333233641651,0.2041557588
Baycare Home Care Inc,'107285,FL_Duval,8020 WOODLAND CENTER BLVD STE 100,TAMPA,FL,32244,Non-Profit,5.0,3,0.79,0.81,0.142,,,N/A,N/A,D,N/A,E,E,E,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.05715285074680709,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.13951623684004513,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Beyond Home Health Care Services Llc,'683147,FL_Duval,7235 BONNEVAL RD STE 236,JACKSONVILLE,FL,32218,For-Profit,4.5,4,0.88,0.93,0.115,,3.0,N/A,E,E,N/A,D,E,E,B,C,0.1654735041007257,0.1654796643,0.14930899137135406,0.1968206112,0.05715285074680709,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.057047851501914916,0.0641277957,0.08027026355074385,0.1209888648,0.06106333233641651,0.2041557588
Brooks Rehabilitation Home Health,'107628,FL_Duval,6676 CORPORATE CENTER PKWY,JACKSONVILLE,FL,32206,For-Profit,4.5,3,0.82,0.85,0.154,2.0,,N/A,N/A,B,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Brooks Rehabilitation Home Health,'109754,FL_Duval,3424 SAINT JOHNS AVE,PALATKA,FL,32211,Non-Profit,4.0,4,0.84,0.88,0.159,,,N/A,N/A,C,N/A,D,D,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Carter Healthcare,'109739,FL_Duval,8130 BAYMEADOWS CIR W STE 107,JACKSONVILLE,FL,32216,For-Profit,5.0,Not Available,0.93,0.85,0.16899999999999998,,,N/A,N/A,C,N/A,E,A,A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.0873906783259167,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.13951623684004513,0.1686206538,0.08379994087018598,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Choice Matters Home Healthcare Inc,'683129,FL_Duval,4741 ATLANTIC BLVD STE D,JACKSONVILLE,FL,32211,For-Profit,3.5,2,0.72,0.86,0.10099999999999999,,,N/A,N/A,E,N/A,B,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Concierge Home Care,'109742,FL_Duval,6817 SOUTHPOINT PKWY STE 1502,JACKSONVILLE,FL,32223,For-Profit,4.5,3,0.78,0.83,0.183,,,N/A,N/A,C,N/A,B,C,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Concierge Home Care,'109771,FL_Duval,340 CORPORATE WAY STE 150,ORANGE PARK,FL,32217,For-Profit,4.5,4,0.83,0.84,0.166,,,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Confident Care Of Florida Corp,'108371,FL_Duval,9250 CYPRESS GREEN DRIVE 2ND FLOOR,JACKSONVILLE,FL,32205,For-Profit,4.0,3,0.81,0.83,0.105,,,N/A,N/A,E,N/A,C,D,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Doctors Choice-Jacksonville Llc,'107725,FL_Duval,1536 KINGSLEY AVE STES 122 AND 123,ORANGE PARK,FL,32266,For-Profit,4.5,3,0.83,0.83,0.16699999999999998,,,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Elite Home Health Llc,'683163,FL_Duval,200 W FORSYTH ST STE 1130,JACKSONVILLE,FL,32210,For-Profit,4.0,4,0.86,0.88,0.092,3.0,,N/A,N/A,C,N/A,D,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Encompass Health Home Health,'108148,FL_Duval,9143 PHILIPS HWY STE 535,JACKSONVILLE,FL,32257,For-Profit,4.5,3,0.81,0.86,0.217,,,N/A,N/A,B,N/A,C,C,E,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.05715285074680709,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Encompass Health Home Health,'108380,FL_Duval,239 SOUTHWOOD DRIVE,PANAMA CITY,FL,32225,For-Profit,4.0,5,0.89,0.89,0.174,,,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Family Care Support Program,'683109,FL_Duval,11401 OLD SAINT AUGUSTINE RD,JACKSONVILLE,FL,32258,Non-Profit,2.5,Not Available,,,0.179,,,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Family Home Health Services,'108037,FL_Duval,7041 GRAND NATIONAL DR  STE 212,ORLANDO,FL,32231,For-Profit,4.0,3,0.79,0.86,0.183,1.0,,N/A,N/A,A,N/A,C,C,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Family Home Health Services,'108203,FL_Duval,851 DUNLAWTON AVE STE 202,PORT ORANGE,FL,32210,For-Profit,4.0,3,0.79,0.89,0.16699999999999998,,,N/A,N/A,C,N/A,C,C,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Five Star Home Care,'109658,FL_Duval,1900 NW CORPORATE BLVD SUITE 100-W,BOCA RATON,FL,32231,Government,4.5,3,0.79,0.84,0.152,,,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Fleet Landing Home Care,'683193,FL_Duval,1 FLEET LANDING BLVD,ATLANTIC BEACH,FL,32246,Non-Profit,4.0,Not Available,,,0.114,,,N/A,N/A,E,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Florida First Care Inc,'103174,FL_Duval,1536 KINGSLEY AVE STE 127,ORANGE PARK,FL,32225,For-Profit,2.5,Not Available,0.87,0.83,0.055,,,N/A,N/A,E,N/A,C,C,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Florida First Care Inc,'109442,FL_Duval,800 ZEAGLER DR STE 220,PALATKA,FL,32212,For-Profit,4.0,4,0.85,0.87,0.155,,,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Gentiva Health Services,'109102,FL_Duval,2491 COMMERCIAL PARK DR,MARIANNA,FL,32231,For-Profit,3.5,5,0.91,0.89,0.171,,,N/A,N/A,C,N/A,C,D,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Golden Heart Home Health Care,'108499,FL_Duval,1700 WELLS RD STE 23,ORANGE PARK,FL,32225,For-Profit,2.5,Not Available,,,0.091,,,N/A,N/A,E,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Greystone Home Healthcare,'103164,FL_Duval,1704 HUNTINGTON VILLAGE CIR STE A,DAYTONA BEACH,FL,32234,For-Profit,3.5,2,0.78,0.79,0.156,,,N/A,N/A,C,N/A,C,B,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Home First Home Health Care Llc,'683180,FL_Duval,101 CENTURY 21 DR STE 210 - A,JACKSONVILLE,FL,32205,For-Profit,3.0,3,0.81,0.78,0.157,,5.0,N/A,C,B,N/A,C,B,A,C,C,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.0873906783259167,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.07476290969191579,0.0641277957,0.06278004029749262,0.1209888648,0.06106333233641651,0.2041557588
Integrity Health Services,'108415,FL_Duval,9250 BAYMEADOWS RD STE 450,JACKSONVILLE,FL,32244,For-Profit,,Not Available,,,,3.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Interim Healthcare Of St Augustine,'107264,FL_Duval,3440 US 1 SOUTH SUITE 404,SAINT AUGUSTINE,FL,32277,For-Profit,2.5,2,0.75,0.77,0.16699999999999998,,6.0,N/A,A,C,N/A,C,B,B,C,A,0.1654735041007257,0.1654796643,0.1869770357951284,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.07476290969191579,0.0641277957,0.06278004029749262,0.1209888648,0.07415442318291711,0.2041557588
Joyal Health Care Services Inc,'107789,FL_Duval,9905 ST AUGUSTINE RD STE 503,JACKSONVILLE,FL,32277,For-Profit,5.0,Not Available,0.95,0.98,0.20800000000000002,,,N/A,N/A,B,N/A,E,B,E,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.05715285074680709,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.13951623684004513,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Kindred At Home,'107132,FL_Duval,2601 CATTLEMEN RD STE 102,SARASOTA,FL,32232,For-Profit,4.5,3,0.77,0.87,0.10400000000000001,,7.0,N/A,D,C,N/A,C,D,D,D,C,0.1654735041007257,0.1654796643,0.16323556765177735,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.05997008360517951,0.0641277957,0.05221834576595843,0.1209888648,0.06106333233641651,0.2041557588
Kindred At Home,'107136,FL_Duval,101 RIVERFRONT BLVD STE 400,BRADENTON,FL,32222,For-Profit,3.0,4,0.84,0.89,0.154,,6.0,N/A,C,C,N/A,C,C,D,C,C,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.06106333233641651,0.2041557588
Kindred At Home,'107168,FL_Duval,510 SHOTGUN RD STE 150,SUNRISE,FL,32231,For-Profit,3.5,3,0.8,0.84,0.13,,,N/A,N/A,D,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Kindred At Home,'107290,FL_Duval,350 CORPORATE WAY STE 250,ORANGE PARK,FL,32205,For-Profit,3.5,3,0.8,0.84,0.207,,4.0,N/A,A,A,N/A,B,B,B,B,B,0.1654735041007257,0.1654796643,0.1869770357951284,0.1968206112,0.08447946591005273,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.07476290969191579,0.0641277957,0.08027026355074385,0.1209888648,0.06874172644264173,0.2041557588
Kindred At Home,'107338,FL_Duval,1717 N CLYDE MORRIS BLVD STE 140,DAYTONA BEACH,FL,32244,For-Profit,4.5,4,0.83,0.87,0.139,1.0,4.0,C,C,B,N/A,D,E,C,D,D,0.1444420917776816,0.1654796643,0.17183775938045825,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.057047851501914916,0.0641277957,0.05221834576595843,0.1209888648,0.0546598435639793,0.2041557588
Kindred At Home,'107526,FL_Duval,1800 W WOOLBRIGHT RD STE 200,BOYNTON BEACH,FL,32231,For-Profit,4.5,4,0.76,0.89,0.109,,1.0,N/A,C,E,N/A,C,C,C,B,C,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.07333099539465843,0.07891721970000001,0.1546055951887695,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.08027026355074385,0.1209888648,0.06106333233641651,0.2041557588
Kindred At Home,'107687,FL_Duval,10161 CENTURION PKWY NORTH STE 111,JACKSONVILLE,FL,32210,For-Profit,3.0,3,0.82,0.87,0.179,5.0,11.0,C,C,A,N/A,B,C,C,C,C,0.1444420917776816,0.1654796643,0.17183775938045825,0.1968206112,0.07333099539465843,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.06106333233641651,0.2041557588
Kinetic Home Health Llc,'683104,FL_Duval,4237 SALISBURY RD STE 114,JACKSONVILLE,FL,32244,For-Profit,3.0,3,0.78,0.81,0.17,,,N/A,N/A,C,N/A,A,C,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.18494243213220168,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Medical Services Of America Home Health,'108059,FL_Duval,8641 BAYPINE RD STE 1,JACKSONVILLE,FL,32254,For-Profit,3.5,4,0.86,0.85,0.14,,7.0,N/A,C,B,N/A,C,C,C,C,C,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.06106333233641651,0.2041557588
Nurse On Call,'107207,FL_Duval,1900 MASON AVENUE SUITE 130,DAYTONA BEACH,FL,32246,For-Profit,4.0,2,0.77,0.78,0.15,,,N/A,N/A,C,N/A,C,D,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Pinnacle Home Care Of Pinellas Inc,'108290,FL_Duval,1787 S PINELLAS AVE STE 600,TARPON SPRINGS,FL,32231,For-Profit,3.0,3,0.76,0.82,0.132,,3.0,N/A,B,C,N/A,B,B,C,C,A,0.1654735041007257,0.1654796643,0.18017305883463614,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.07476290969191579,0.0641277957,0.06278004029749262,0.1209888648,0.07415442318291711,0.2041557588
Pinnacle Senior Care,'108117,FL_Duval,4348 SOUTHPOINT BLVD STE 320,JACKSONVILLE,FL,32204,For-Profit,4.5,4,0.84,0.88,0.142,,,N/A,N/A,D,N/A,D,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
Precise Home Care Llc,'108406,FL_Duval,8659 BAYPINE ROAD SUITE 200 BLDG 3,JACKSONVILLE,FL,32277,For-Profit,5.0,4,0.84,0.88,0.159,,4.0,N/A,C,C,N/A,D,E,E,C,D,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.05715285074680709,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.057047851501914916,0.0641277957,0.06278004029749262,0.1209888648,0.0546598435639793,0.2041557588
Signature Homenow,'108165,FL_Duval,13241 BARTRAM PARK BLVD #1909,JACKSONVILLE,FL,32234,For-Profit,3.0,3,0.83,0.82,0.141,,,N/A,N/A,D,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588
St Vincents Home Health,'108215,FL_Duval,2651 PARK ST,JACKSONVILLE,FL,32219,For-Profit,4.0,3,0.83,0.87,0.153,,7.0,N/A,C,B,N/A,C,E,C,C,D,0.1654735041007257,0.1654796643,0.17183775938045825,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.06278004029749262,0.1209888648,0.0546598435639793,0.2041557588
